antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'電影節目_Yes'}),frozenset({'音樂節目_Yes'}),0.38807260155574763,0.3543647363872083,0.33909536156727166,0.8737936154417223,2.4658029586977386,1.0,0.20157611641787104,5.115710000508413,0.9714430060145252,0.8407142857142857,0.8045237122705123,0.9153520922737066
frozenset({'音樂節目_Yes'}),frozenset({'電影節目_Yes'}),0.3543647363872083,0.38807260155574763,0.33909536156727166,0.9569105691056911,2.4658029586977386,1.0,0.20157611641787104,14.201333963894912,0.9207250980699915,0.8407142857142857,0.9295840797391025,0.9153520922737066
"frozenset({'電影節目_Yes', '網路服務_Yes'})",frozenset({'音樂節目_Yes'}),0.38807260155574763,0.3543647363872083,0.33909536156727166,0.8737936154417223,2.4658029586977386,1.0,0.20157611641787104,5.115710000508413,0.9714430060145252,0.8407142857142857,0.8045237122705123,0.9153520922737066
"frozenset({'網路服務_Yes', '音樂節目_Yes'})",frozenset({'電影節目_Yes'}),0.3543647363872083,0.38807260155574763,0.33909536156727166,0.9569105691056911,2.4658029586977386,1.0,0.20157611641787104,14.201333963894912,0.9207250980699915,0.8407142857142857,0.9295840797391025,0.9153520922737066
frozenset({'電影節目_Yes'}),"frozenset({'網路服務_Yes', '音樂節目_Yes'})",0.38807260155574763,0.3543647363872083,0.33909536156727166,0.8737936154417223,2.4658029586977386,1.0,0.20157611641787104,5.115710000508413,0.9714430060145252,0.8407142857142857,0.8045237122705123,0.9153520922737066
frozenset({'音樂節目_Yes'}),"frozenset({'電影節目_Yes', '網路服務_Yes'})",0.3543647363872083,0.38807260155574763,0.33909536156727166,0.9569105691056911,2.4658029586977386,1.0,0.20157611641787104,14.201333963894912,0.9207250980699915,0.8407142857142857,0.9295840797391025,0.9153520922737066
"frozenset({'無限資料下載_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.35724575050417745,0.3823105733218093,0.317199654278306,0.8879032258064518,2.322465785059679,1.0,0.18062082658627387,5.510322943028471,0.8859111414544703,0.7510231923601637,0.8185224331969189,0.8587971291051852
frozenset({'電影節目_No'}),"frozenset({'無限資料下載_Yes', '音樂節目_No'})",0.3823105733218093,0.35724575050417745,0.317199654278306,0.8296910324039186,2.322465785059679,1.0,0.18062082658627387,3.774048181774144,0.9218599610937142,0.7510231923601637,0.7350325295714933,0.8587971291051852
"frozenset({'網路服務_Yes', '無限資料下載_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.35724575050417745,0.3823105733218093,0.317199654278306,0.8879032258064518,2.322465785059679,1.0,0.18062082658627387,5.510322943028471,0.8859111414544703,0.7510231923601637,0.8185224331969189,0.8587971291051852
"frozenset({'網路服務_Yes', '電影節目_No'})","frozenset({'無限資料下載_Yes', '音樂節目_No'})",0.3823105733218093,0.35724575050417745,0.317199654278306,0.8296910324039186,2.322465785059679,1.0,0.18062082658627387,3.774048181774144,0.9218599610937142,0.7510231923601637,0.7350325295714933,0.8587971291051852
"frozenset({'無限資料下載_Yes', '音樂節目_No'})","frozenset({'網路服務_Yes', '電影節目_No'})",0.35724575050417745,0.3823105733218093,0.317199654278306,0.8879032258064518,2.322465785059679,1.0,0.18062082658627387,5.510322943028471,0.8859111414544703,0.7510231923601637,0.8185224331969189,0.8587971291051852
frozenset({'電影節目_No'}),"frozenset({'網路服務_Yes', '無限資料下載_Yes', '音樂節目_No'})",0.3823105733218093,0.35724575050417745,0.317199654278306,0.8296910324039186,2.322465785059679,1.0,0.18062082658627387,3.774048181774144,0.9218599610937142,0.7510231923601637,0.7350325295714933,0.8587971291051852
"frozenset({'電影節目_No', '無限資料下載_Yes'})",frozenset({'音樂節目_No'}),0.32901181215787956,0.4160184384903486,0.317199654278306,0.9640980735551665,2.3174407294390464,1.0,0.18032467393950505,16.266023005951823,0.8472421924874886,0.7414141414141415,0.9385221575283587,0.8632817237581927
frozenset({'音樂節目_No'}),"frozenset({'電影節目_No', '無限資料下載_Yes'})",0.4160184384903486,0.32901181215787956,0.317199654278306,0.7624653739612189,2.3174407294390464,1.0,0.18032467393950505,2.8248015838018143,0.9734716656652002,0.7414141414141415,0.6459928351306959,0.8632817237581927
"frozenset({'網路服務_Yes', '電影節目_No', '無限資料下載_Yes'})",frozenset({'音樂節目_No'}),0.32901181215787956,0.4160184384903486,0.317199654278306,0.9640980735551665,2.3174407294390464,1.0,0.18032467393950505,16.266023005951823,0.8472421924874886,0.7414141414141415,0.9385221575283587,0.8632817237581927
"frozenset({'網路服務_Yes', '音樂節目_No'})","frozenset({'電影節目_No', '無限資料下載_Yes'})",0.4160184384903486,0.32901181215787956,0.317199654278306,0.7624653739612189,2.3174407294390464,1.0,0.18032467393950505,2.8248015838018143,0.9734716656652002,0.7414141414141415,0.6459928351306959,0.8632817237581927
"frozenset({'電影節目_No', '無限資料下載_Yes'})","frozenset({'網路服務_Yes', '音樂節目_No'})",0.32901181215787956,0.4160184384903486,0.317199654278306,0.9640980735551665,2.3174407294390464,1.0,0.18032467393950505,16.266023005951823,0.8472421924874886,0.7414141414141415,0.9385221575283587,0.8632817237581927
frozenset({'音樂節目_No'}),"frozenset({'網路服務_Yes', '電影節目_No', '無限資料下載_Yes'})",0.4160184384903486,0.32901181215787956,0.317199654278306,0.7624653739612189,2.3174407294390464,1.0,0.18032467393950505,2.8248015838018143,0.9734716656652002,0.7414141414141415,0.6459928351306959,0.8632817237581927
frozenset({'電影節目_No'}),frozenset({'音樂節目_No'}),0.3823105733218093,0.4160184384903486,0.36704119850187267,0.960060286360211,2.307734940412945,1.0,0.20799295077018365,14.621576077798258,0.9174103481806042,0.8510354041416166,0.9316079200573717,0.9211658772521276
frozenset({'音樂節目_No'}),frozenset({'電影節目_No'}),0.4160184384903486,0.3823105733218093,0.36704119850187267,0.8822714681440443,2.307734940412945,1.0,0.20799295077018365,5.246726659548868,0.9703639795260065,0.8510354041416166,0.8094049747798404,0.9211658772521276
"frozenset({'網路服務_Yes', '電影節目_No'})",frozenset({'音樂節目_No'}),0.3823105733218093,0.4160184384903486,0.36704119850187267,0.960060286360211,2.307734940412945,1.0,0.20799295077018365,14.621576077798258,0.9174103481806042,0.8510354041416166,0.9316079200573717,0.9211658772521276
"frozenset({'網路服務_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.4160184384903486,0.3823105733218093,0.36704119850187267,0.8822714681440443,2.307734940412945,1.0,0.20799295077018365,5.246726659548868,0.9703639795260065,0.8510354041416166,0.8094049747798404,0.9211658772521276
frozenset({'電影節目_No'}),"frozenset({'網路服務_Yes', '音樂節目_No'})",0.3823105733218093,0.4160184384903486,0.36704119850187267,0.960060286360211,2.307734940412945,1.0,0.20799295077018365,14.621576077798258,0.9174103481806042,0.8510354041416166,0.9316079200573717,0.9211658772521276
frozenset({'音樂節目_No'}),"frozenset({'網路服務_Yes', '電影節目_No'})",0.4160184384903486,0.3823105733218093,0.36704119850187267,0.8822714681440443,2.307734940412945,1.0,0.20799295077018365,5.246726659548868,0.9703639795260065,0.8510354041416166,0.8094049747798404,0.9211658772521276
"frozenset({'電話服務_Yes', '電影節目_No'})",frozenset({'音樂節目_No'}),0.3272832036876981,0.4160184384903486,0.3140305387496399,0.9595070422535211,2.3064050856384846,1.0,0.17787469140736503,14.421805519020957,0.8419959530872444,0.7315436241610738,0.9306605543472974,0.8571773438414421
frozenset({'音樂節目_No'}),"frozenset({'電話服務_Yes', '電影節目_No'})",0.4160184384903486,0.3272832036876981,0.3140305387496399,0.7548476454293629,2.3064050856384846,1.0,0.17787469140736503,2.7440764233756045,0.9699361373747981,0.7315436241610738,0.6355786626489587,0.8571773438414421
"frozenset({'網路服務_Yes', '電影節目_No', '電話服務_Yes'})",frozenset({'音樂節目_No'}),0.3272832036876981,0.4160184384903486,0.3140305387496399,0.9595070422535211,2.3064050856384846,1.0,0.17787469140736503,14.421805519020957,0.8419959530872444,0.7315436241610738,0.9306605543472974,0.8571773438414421
"frozenset({'網路服務_Yes', '音樂節目_No'})","frozenset({'電話服務_Yes', '電影節目_No'})",0.4160184384903486,0.3272832036876981,0.3140305387496399,0.7548476454293629,2.3064050856384846,1.0,0.17787469140736503,2.7440764233756045,0.9699361373747981,0.7315436241610738,0.6355786626489587,0.8571773438414421
"frozenset({'電話服務_Yes', '電影節目_No'})","frozenset({'網路服務_Yes', '音樂節目_No'})",0.3272832036876981,0.4160184384903486,0.3140305387496399,0.9595070422535211,2.3064050856384846,1.0,0.17787469140736503,14.421805519020957,0.8419959530872444,0.7315436241610738,0.9306605543472974,0.8571773438414421
frozenset({'音樂節目_No'}),"frozenset({'網路服務_Yes', '電影節目_No', '電話服務_Yes'})",0.4160184384903486,0.3272832036876981,0.3140305387496399,0.7548476454293629,2.3064050856384846,1.0,0.17787469140736503,2.7440764233756045,0.9699361373747981,0.7315436241610738,0.6355786626489587,0.8571773438414421
"frozenset({'電話服務_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.35839815615096515,0.3823105733218093,0.3140305387496399,0.8762057877813505,2.2918690952442105,1.0,0.17701113419408507,4.989647057062788,0.8785431505748879,0.7359891964888589,0.7995850230359457,0.8488037228281282
frozenset({'電影節目_No'}),"frozenset({'電話服務_Yes', '音樂節目_No'})",0.3823105733218093,0.35839815615096515,0.3140305387496399,0.8214016578749058,2.2918690952442105,1.0,0.17701113419408507,3.5924288893994487,0.9125539161988224,0.7359891964888589,0.7216368003968558,0.8488037228281282
"frozenset({'網路服務_Yes', '電話服務_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.35839815615096515,0.3823105733218093,0.3140305387496399,0.8762057877813505,2.2918690952442105,1.0,0.17701113419408507,4.989647057062788,0.8785431505748879,0.7359891964888589,0.7995850230359457,0.8488037228281282
"frozenset({'網路服務_Yes', '電影節目_No'})","frozenset({'電話服務_Yes', '音樂節目_No'})",0.3823105733218093,0.35839815615096515,0.3140305387496399,0.8214016578749058,2.2918690952442105,1.0,0.17701113419408507,3.5924288893994487,0.9125539161988224,0.7359891964888589,0.7216368003968558,0.8488037228281282
"frozenset({'電話服務_Yes', '音樂節目_No'})","frozenset({'網路服務_Yes', '電影節目_No'})",0.35839815615096515,0.3823105733218093,0.3140305387496399,0.8762057877813505,2.2918690952442105,1.0,0.17701113419408507,4.989647057062788,0.8785431505748879,0.7359891964888589,0.7995850230359457,0.8488037228281282
frozenset({'電影節目_No'}),"frozenset({'網路服務_Yes', '電話服務_Yes', '音樂節目_No'})",0.3823105733218093,0.35839815615096515,0.3140305387496399,0.8214016578749058,2.2918690952442105,1.0,0.17701113419408507,3.5924288893994487,0.9125539161988224,0.7359891964888589,0.7216368003968558,0.8488037228281282
"frozenset({'技術支援計劃_No', '電話服務_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.41889945260731776,0.42149236531259004,0.3013540766349755,0.71939477303989,1.7067800801240314,1.0,0.12479115552736791,2.061642404008564,0.7126158058036328,0.559059326563335,0.5149498292935548,0.7171820071624604
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'技術支援計劃_No', '電話服務_Yes'})",0.42149236531259004,0.41889945260731776,0.3013540766349755,0.7149692412850307,1.7067800801240314,1.0,0.12479115552736791,2.038729258598307,0.7158098009491669,0.559059326563335,0.5094983820031441,0.7171820071624604
"frozenset({'技術支援計劃_No', '電話服務_Yes', '網路服務_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.41889945260731776,0.42149236531259004,0.3013540766349755,0.71939477303989,1.7067800801240314,1.0,0.12479115552736791,2.061642404008564,0.7126158058036328,0.559059326563335,0.5149498292935548,0.7171820071624604
"frozenset({'技術支援計劃_No', '電話服務_Yes'})","frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})",0.41889945260731776,0.42149236531259004,0.3013540766349755,0.71939477303989,1.7067800801240314,1.0,0.12479115552736791,2.061642404008564,0.7126158058036328,0.559059326563335,0.5149498292935548,0.7171820071624604
"frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})","frozenset({'技術支援計劃_No', '電話服務_Yes'})",0.42149236531259004,0.41889945260731776,0.3013540766349755,0.7149692412850307,1.7067800801240314,1.0,0.12479115552736791,2.038729258598307,0.7158098009491669,0.559059326563335,0.5094983820031441,0.7171820071624604
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'技術支援計劃_No', '電話服務_Yes', '網路服務_Yes'})",0.42149236531259004,0.41889945260731776,0.3013540766349755,0.7149692412850307,1.7067800801240314,1.0,0.12479115552736791,2.038729258598307,0.7158098009491669,0.559059326563335,0.5094983820031441,0.7171820071624604
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",frozenset({'設備保護計劃_No'}),0.42494958225295304,0.42754249495822527,0.30740420628061077,0.7233898305084746,1.6919717666407785,1.0,0.12572020165272765,2.0695461272956317,0.7111960565930361,0.563953488372093,0.5168022655736867,0.7211962629631322
frozenset({'設備保護計劃_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.42754249495822527,0.42494958225295304,0.30740420628061077,0.7190026954177898,1.6919717666407785,1.0,0.12572020165272765,2.0464623979295395,0.7144173774331656,0.563953488372093,0.511351881660896,0.7211962629631322
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'網路服務_Yes', '電話服務_Yes', '支付帳單方式_Bank Withdrawal'})",0.42149236531259004,0.4292711034284068,0.30481129357533854,0.7231715652768285,1.6846500020643433,1.0,0.12387680083095387,2.061670063417879,0.702505667311849,0.558311345646438,0.5149563367369367,0.7166193396853942
"frozenset({'網路服務_Yes', '電話服務_Yes', '支付帳單方式_Bank Withdrawal'})",frozenset({'網路連線類型_Fiber Optic'}),0.4292711034284068,0.42149236531259004,0.30481129357533854,0.7100671140939597,1.6846500020643431,1.0,0.12387680083095387,1.9953156844542612,0.7120804542969171,0.558311345646438,0.498826171822776,0.7166193396853942
